id,label,title,value,group,color.background,color.border,shape,font.size,font.strokeWidth,font.strokeColor,mass,chapter_id,chapter_label,original_id,dominant_theme,x,y,fixed
chapter4::self_discipline_personal_rule,"self discipline
personal rule","<div style='max-width:520px; white-space:normal; overflow-wrap:anywhere; box-sizing:border-box;'><h2 style='margin-bottom:4px'>self discipline personal rule</h2><div class='node-definition-top' style='display:block;width:100%;box-sizing:border-box;margin:0.18em 0 0.34em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.36);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Definition:</b> Self-discipline is framed as the person becoming their own environment through personal rules, principles, or self-control.</div><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Internalisation<br><b>Code frequency:</b> 2<br><b>Clusters represented:</b> 2</p><h3>Participant pseudonyms</h3><ul><li>Imani Storm</li><li>Erin Sharpe</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3 class='evidence-anchor-heading'>Evidence anchors</h3><div class='evidence-anchor-list'><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Erin Sharpe:</b> “disciplined enough to dot each ‘I’ and cross each ‘T’ to do the wrong”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Imani Storm:</b> “discipline ah di ability fi behave in a controlled environment”; “Self-discipline… You are the environment. Your rules. Your principles.”</div></div><p style='font-size:12px'><i>Node detail is drawn from the existing interactive network, with group-specific nodes collapsed into one chapter-level code node.</i></p></div>",2,Chapter 4,#5d86cf,#222222,dot,19,4,#ffffff,1.4,chapter4,Chapter 4,self_discipline_personal_rule,Internalisation,-766.6418554341064,32.64066403374935,FALSE
chapter4::self_regulation_autonomy,"self regulation
autonomy","<div style='max-width:520px; white-space:normal; overflow-wrap:anywhere; box-sizing:border-box;'><h2 style='margin-bottom:4px'>self regulation autonomy</h2><div class='node-definition-top' style='display:block;width:100%;box-sizing:border-box;margin:0.18em 0 0.34em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.36);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Definition:</b> Discipline is self-control or autonomous action without immediate prompting, supervision, mood, or external instruction.</div><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Internalisation<br><b>Code frequency:</b> 3<br><b>Clusters represented:</b> 3</p><h3>Participant pseudonyms</h3><ul><li>Anthony Jackson</li><li>Obael Stormstrong</li><li>Passion Purpose</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3 class='evidence-anchor-heading'>Evidence anchors</h3><div class='evidence-anchor-list'><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Anthony Jackson:</b> “put out wan 60% every day”; “develop consistency”; “ability to self-regulate”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Obael Stormstrong:</b> “Discipline is not a feeling”; “Discipline nuh have time and place”; “It is you controlling yourself”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Passion Purpose:</b> “I didn’t need my instructor to tell me to get my uniform ready”; “I didn’t have to wait on a duty roster”</div></div><p style='font-size:12px'><i>Node detail is drawn from the existing interactive network, with group-specific nodes collapsed into one chapter-level code node.</i></p></div>",3,Chapter 4,#5d86cf,#222222,dot,19,4,#ffffff,1.4,chapter4,Chapter 4,self_regulation_autonomy,Internalisation,-685.6445579361407,57.31989772090928,FALSE
chapter4::standard_uncertainty_modelling,"standard
uncertainty
modelling","<div style='max-width:520px; white-space:normal; overflow-wrap:anywhere; box-sizing:border-box;'><h2 style='margin-bottom:4px'>standard uncertainty modelling</h2><div class='node-definition-top' style='display:block;width:100%;box-sizing:border-box;margin:0.18em 0 0.34em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.36);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Definition:</b> The standards by which discipline is displayed or judged are unevenly known, inconsistently modelled, or role-dependent.</div><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 2<br><b>Clusters represented:</b> 2</p><h3>Participant pseudonyms</h3><ul><li>Paris May</li><li>Zion Bamboo</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Female</li><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3 class='evidence-anchor-heading'>Evidence anchors</h3><div class='evidence-anchor-list'><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Paris May:</b> “a bit in the gray”; “leeway”; “The person in charge of me doesn’t even know what the standard is.”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Zion Bamboo:</b> “undisciplined disciplinarian”; “looks disciplined when he’s to lead but when he’s to follow him gone rogue”</div></div><p style='font-size:12px'><i>Node detail is drawn from the existing interactive network, with group-specific nodes collapsed into one chapter-level code node.</i></p></div>",2,Chapter 4,#aac7ee,#222222,dot,19,4,#ffffff,1.4,chapter4,Chapter 4,standard_uncertainty_modelling,Performativity,-651.8367352059179,22.201346511918132,FALSE
chapter4::strategic_display_persona,"strategic display
persona","<div style='max-width:520px; white-space:normal; overflow-wrap:anywhere; box-sizing:border-box;'><h2 style='margin-bottom:4px'>strategic display persona</h2><div class='node-definition-top' style='display:block;width:100%;box-sizing:border-box;margin:0.18em 0 0.34em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.36);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Definition:</b> Discipline appears as a strategic image, character, persona, Hummingbird role, or controlled appearance used to get by.</div><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 4<br><b>Clusters represented:</b> 4</p><h3>Participant pseudonyms</h3><ul><li>Imani Storm</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3 class='evidence-anchor-heading'>Evidence anchors</h3><div class='evidence-anchor-list'><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Imani Storm:</b> “Hummingbird… quality and standard”; “Jankro, weh nuh care, eat anything”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Imani Storm:</b> “mi ah go be ah Hummingbird, while I’m here, fi get to weh mi want go, to get by”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Imani Storm:</b> “when you leave here, turn back into a Jankro”; “Di likkle Jankro mentality start to come out”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Imani Storm:</b> “under so much lock and key and guarded”; “put up an image, a character, or persona”; “turn back into a Jankro”</div></div><p style='font-size:12px'><i>Node detail is drawn from the existing interactive network, with group-specific nodes collapsed into one chapter-level code node.</i></p></div>",4,Chapter 4,#aac7ee,#222222,dot,19,4,#ffffff,1.4,chapter4,Chapter 4,strategic_display_persona,Performativity,-666.517787261799,63.12004322951008,FALSE
chapter4::surveillance_visibility,"surveillance
visibility","<div style='max-width:520px; white-space:normal; overflow-wrap:anywhere; box-sizing:border-box;'><h2 style='margin-bottom:4px'>surveillance visibility</h2><div class='node-definition-top' style='display:block;width:100%;box-sizing:border-box;margin:0.18em 0 0.34em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.36);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Definition:</b> Discipline is shaped by being watched, guarded, locked down, corrected, or made continuously visible.</div><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 3<br><b>Clusters represented:</b> 3</p><h3>Participant pseudonyms</h3><ul><li>Imani Storm</li><li>Jeremiah Black</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3 class='evidence-anchor-heading'>Evidence anchors</h3><div class='evidence-anchor-list'><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Jeremiah Black:</b> instructors described as “sharp and hard”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Imani Storm:</b> “When you leave here, in the wider force, he’s not under much pressure as he would be here.”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Imani Storm:</b> “under so much lock and key and guarded”; “put up an image, a character, or persona”; “turn back into a Jankro”</div></div><p style='font-size:12px'><i>Node detail is drawn from the existing interactive network, with group-specific nodes collapsed into one chapter-level code node.</i></p></div>",3,Chapter 4,#aac7ee,#222222,dot,19,4,#ffffff,1.4,chapter4,Chapter 4,surveillance_visibility,Performativity,-632.0511551040524,125.12339552976637,FALSE
chapter4::trust_credibility,trust credibility,"<div style='max-width:520px; white-space:normal; overflow-wrap:anywhere; box-sizing:border-box;'><h2 style='margin-bottom:4px'>trust credibility</h2><div class='node-definition-top' style='display:block;width:100%;box-sizing:border-box;margin:0.18em 0 0.34em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.36);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Definition:</b> Discipline is linked to trust, credibility, professionalism, or confidence within or beyond the hierarchy.</div><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Obedience<br><b>Code frequency:</b> 4<br><b>Clusters represented:</b> 4</p><h3>Participant pseudonyms</h3><ul><li>Obael Stormstrong</li><li>Ramon Brown</li><li>Marley Thunder</li><li>Chaz Stonegrill</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3 class='evidence-anchor-heading'>Evidence anchors</h3><div class='evidence-anchor-list'><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Obael Stormstrong:</b> “Dem haffi show wi that level of trust, just the same.”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Marley Thunder:</b> “When e discipline bruk dung now e damage e trust weh dem have fi wi.”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Ramon Brown:</b> discipline requires “you conforming and not just you teaching someone to conform”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Chaz Stonegrill:</b> “In order for them to trust in what we do, we have to be viewed as professionals with the discipline.”</div></div><p style='font-size:12px'><i>Node detail is drawn from the existing interactive network, with group-specific nodes collapsed into one chapter-level code node.</i></p></div>",4,Chapter 4,#214f9b,#222222,dot,19,4,#ffffff,1.4,chapter4,Chapter 4,trust_credibility,Obedience,-584.0479265776316,162.88646401378696,FALSE
chapter4::unwatched_durability_test,"unwatched
durability test","<div style='max-width:520px; white-space:normal; overflow-wrap:anywhere; box-sizing:border-box;'><h2 style='margin-bottom:4px'>unwatched durability test</h2><div class='node-definition-top' style='display:block;width:100%;box-sizing:border-box;margin:0.18em 0 0.34em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.36);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Definition:</b> Real discipline is tested by whether conduct persists when no one is watching or when inspection is absent.</div><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 4<br><b>Clusters represented:</b> 4</p><h3>Participant pseudonyms</h3><ul><li>Obael Stormstrong</li><li>Kwame Dawn</li><li>Kevin Jewinsky</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3 class='evidence-anchor-heading'>Evidence anchors</h3><div class='evidence-anchor-list'><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Kwame Dawn:</b> “doing the right thing even when no one is looking”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Obael Stormstrong:</b> “You can’t be real disciplined if it’s only when you’re around me”; “eye-service, eye servant ting”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Obael Stormstrong:</b> “you only run when you have BFST or PT”; “because you see the crowd”; “motivation is different from discipline”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Kevin Jewinsky:</b> “not about look good when the TO comes”; “it has to actually be good”</div></div><p style='font-size:12px'><i>Node detail is drawn from the existing interactive network, with group-specific nodes collapsed into one chapter-level code node.</i></p></div>",4,Chapter 4,#aac7ee,#222222,dot,19,4,#ffffff,1.4,chapter4,Chapter 4,unwatched_durability_test,Performativity,-612.2400283865867,136.968721662998,FALSE
chapter4::values_character_carrier,"values character
carrier","<div style='max-width:520px; white-space:normal; overflow-wrap:anywhere; box-sizing:border-box;'><h2 style='margin-bottom:4px'>values character carrier</h2><div class='node-definition-top' style='display:block;width:100%;box-sizing:border-box;margin:0.18em 0 0.34em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.36);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Definition:</b> Discipline is presented as carrying, grounding, or enabling moral values and military character traits.</div><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 2<br><b>Clusters represented:</b> 2</p><h3>Participant pseudonyms</h3><ul><li>Jeremiah Black</li><li>Dwayne Andrews</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3 class='evidence-anchor-heading'>Evidence anchors</h3><div class='evidence-anchor-list'><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Dwayne Andrews:</b> “discipline is the master of them all”; “yuh can’t have Courage without it”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Jeremiah Black:</b> “everything you do is judged by your core values”; “these are the things that write your military service”</div></div><p style='font-size:12px'><i>Node detail is drawn from the existing interactive network, with group-specific nodes collapsed into one chapter-level code node.</i></p></div>",2,Chapter 4,#aac7ee,#222222,dot,19,4,#ffffff,1.4,chapter4,Chapter 4,values_character_carrier,Performativity,-545.8928043793612,218.96590951815588,FALSE
chapter4::visible_signs_legibility,"visible signs
legibility","<div style='max-width:520px; white-space:normal; overflow-wrap:anywhere; box-sizing:border-box;'><h2 style='margin-bottom:4px'>visible signs legibility</h2><div class='node-definition-top' style='display:block;width:100%;box-sizing:border-box;margin:0.18em 0 0.34em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.36);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Definition:</b> Discipline is judged through visible signs such as dress, deportment, neatness, mannerisms, etiquette, or what the eyes see.</div><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Performativity<br><b>Code frequency:</b> 6<br><b>Clusters represented:</b> 6</p><h3>Participant pseudonyms</h3><ul><li>Obael Stormstrong</li><li>Black Lion</li><li>James Bond</li><li>Jonathan McDermott</li><li>Lee Brown</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3 class='evidence-anchor-heading'>Evidence anchors</h3><div class='evidence-anchor-list'><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Obael Stormstrong:</b> “mannerisms, display, etiquettes”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Black Lion:</b> “People work with weh dem eyes see more than wah dem hear.”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Lee Brown:</b> “We just maintain the standard weh dem want.”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>James Bond:</b> “dress and deportment, highest standard, a disciplined individual”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Jonathan McDermott:</b> “neatness is often associated with discipline”; “works on the mind”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Jonathan McDermott:</b> “high discipline institution”; “a certain mannerism”; “if they don’t see that being portrayed… disappointed”</div></div><p style='font-size:12px'><i>Node detail is drawn from the existing interactive network, with group-specific nodes collapsed into one chapter-level code node.</i></p></div>",6,Chapter 4,#aac7ee,#222222,dot,19,4,#ffffff,1.4,chapter4,Chapter 4,visible_signs_legibility,Performativity,-526.6536073515337,188.8263171411224,FALSE
chapter4::widened_life_governance,"widened life
governance","<div style='max-width:520px; white-space:normal; overflow-wrap:anywhere; box-sizing:border-box;'><h2 style='margin-bottom:4px'>widened life governance</h2><div class='node-definition-top' style='display:block;width:100%;box-sizing:border-box;margin:0.18em 0 0.34em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.36);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Definition:</b> Discipline expands beyond military conduct into everyday life, money, resources, thrift, restraint, or general life management.</div><p><b>Chapter:</b> Chapter 4<br><b>Dominant theme:</b> Internalisation<br><b>Code frequency:</b> 4<br><b>Clusters represented:</b> 4</p><h3>Participant pseudonyms</h3><ul><li>Anthony Jackson</li><li>Jonathan McDermott</li><li>Erin Sharpe</li><li>Lee Brown</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3 class='evidence-anchor-heading'>Evidence anchors</h3><div class='evidence-anchor-list'><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Anthony Jackson:</b> “If you disciplined with your financial spending, it ah go become easier to free yourself from poverty.”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Lee Brown:</b> “dem nuh have nuh money discipline”; “Have a money discipline. Fix yourself.”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Jonathan McDermott:</b> “There’s discipline in every aspect of their everyday life. Discipline is wide.”</div><div class='evidence-anchor-item' style='display:block;width:100%;max-width:100%;box-sizing:border-box;margin:0.14em 0 0.24em 0;padding:0.38em 0.48em;background:rgba(255,255,255,0.86);border-left:3px solid rgba(40,40,40,0.30);white-space:normal;overflow-wrap:anywhere;word-break:break-word;line-height:1.18;'><b>Erin Sharpe:</b> “how to save”; “no need to kind of take what is not yours”; “resources and not wasting”</div></div><p style='font-size:12px'><i>Node detail is drawn from the existing interactive network, with group-specific nodes collapsed into one chapter-level code node.</i></p></div>",4,Chapter 4,#5d86cf,#222222,dot,19,4,#ffffff,1.4,chapter4,Chapter 4,widened_life_governance,Internalisation,-515.5443443138793,207.8558673385117,FALSE
