from,to,weight,edge_type,title
Chapter 5::Instructors::habit_repetition,Chapter 5::Instructors::persistence_beyond_training,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::accountability_orientation,Chapter 5::Instructors::bodily_regulation,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::psychological_uncertainty,Chapter 5::Instructors::bodily_regulation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::symbolic_coercion,Chapter 5::Instructors::bodily_regulation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::explanatory_reasoning,Chapter 5::Instructors::bodily_regulation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::accountability_orientation,Chapter 5::Instructors::temporal_control,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::bodily_regulation,Chapter 5::Instructors::temporal_control,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::standard_setting,Chapter 5::Instructors::embodied_standardisation,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::accountability_orientation,Chapter 5::Instructors::embodied_standardisation,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::psychological_uncertainty,Chapter 5::Instructors::embodied_standardisation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::symbolic_coercion,Chapter 5::Instructors::embodied_standardisation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::habit_repetition,Chapter 5::Instructors::embodied_standardisation,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::bodily_regulation,Chapter 5::Instructors::embodied_standardisation,5,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 5</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::standard_setting,Chapter 5::Instructors::bodily_sign_reading,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::habit_repetition,Chapter 5::Instructors::bodily_sign_reading,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::embodied_standardisation,Chapter 5::Instructors::bodily_sign_reading,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::standard_setting,Chapter 5::Instructors::visibility_supervision,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::accountability_orientation,Chapter 5::Instructors::visibility_supervision,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::consequence_linkage,Chapter 5::Instructors::visibility_supervision,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::psychological_uncertainty,Chapter 5::Instructors::visibility_supervision,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::symbolic_coercion,Chapter 5::Instructors::visibility_supervision,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::habit_repetition,Chapter 5::Instructors::visibility_supervision,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::embodied_standardisation,Chapter 5::Instructors::visibility_supervision,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::bodily_sign_reading,Chapter 5::Instructors::visibility_supervision,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::consequence_linkage,Chapter 5::Instructors::bodily_proof,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::psychological_uncertainty,Chapter 5::Instructors::bodily_proof,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::visibility_supervision,Chapter 5::Instructors::bodily_proof,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::consequence_linkage,Chapter 5::Instructors::bodily_restriction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::visibility_supervision,Chapter 5::Instructors::bodily_restriction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::bodily_proof,Chapter 5::Instructors::bodily_restriction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::bodily_regulation,Chapter 5::Instructors::coercive_correction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::embodied_standardisation,Chapter 5::Instructors::coercive_correction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::consequence_linkage,Chapter 5::Instructors::collective_accountability,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::consequence_linkage,Chapter 5::Instructors::lateral_surveillance,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::collective_accountability,Chapter 5::Instructors::lateral_surveillance,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::consequence_linkage,Chapter 5::Instructors::peer_correction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::collective_accountability,Chapter 5::Instructors::peer_correction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::lateral_surveillance,Chapter 5::Instructors::peer_correction,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::accountability_orientation,Chapter 5::Instructors::reciprocal_obligation,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::competitive_pressure,Chapter 5::Instructors::factionalisation_risk,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::relational_influence,Chapter 5::Instructors::unstable_group_cohesion,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::motivational_activation,Chapter 5::Instructors::unstable_group_cohesion,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::equal_standard_enforcement,Chapter 5::Instructors::unstable_group_cohesion,3,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 3</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::competitive_pressure,Chapter 5::Instructors::unstable_group_cohesion,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::factionalisation_risk,Chapter 5::Instructors::unstable_group_cohesion,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::equal_standard_enforcement,Chapter 5::Instructors::group_standard_imposition,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::competitive_pressure,Chapter 5::Instructors::group_standard_imposition,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::factionalisation_risk,Chapter 5::Instructors::group_standard_imposition,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::unstable_group_cohesion,Chapter 5::Instructors::group_standard_imposition,3,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 3</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::consequence_linkage,Chapter 5::Instructors::ritualised_unity,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::psychological_uncertainty,Chapter 5::Instructors::ritualised_unity,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::explanatory_reasoning,Chapter 5::Instructors::ritualised_unity,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::motivational_activation,Chapter 5::Instructors::ritualised_unity,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::bodily_regulation,Chapter 5::Instructors::ritualised_unity,3,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 3</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::embodied_standardisation,Chapter 5::Instructors::ritualised_unity,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::bodily_proof,Chapter 5::Instructors::ritualised_unity,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::explanatory_reasoning,Chapter 5::Instructors::symbolic_cohesion,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::motivational_activation,Chapter 5::Instructors::symbolic_cohesion,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::bodily_regulation,Chapter 5::Instructors::symbolic_cohesion,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::Instructors::ritualised_unity,Chapter 5::Instructors::symbolic_cohesion,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> Instructors<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::accountability_orientation,5,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 5</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::accountability_orientation,Chapter 5::School leaders::consequence_linkage,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::consequence_linkage,Chapter 5::School leaders::adaptation_timetable,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::psychological_uncertainty,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::psychological_uncertainty,Chapter 5::School leaders::symbolic_coercion,1,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 1</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
Chapter 5::School leaders::standard_setting,Chapter 5::School leaders::explanatory_reasoning,2,Within-group co-occurrence,<div style='max-width:430px'><h3>Within-group co-occurrence</h3><p><b>Chapter:</b> Chapter 5<br><b>Group:</b> School leaders<br><b>Weight:</b> 2</p><p>This edge shows that the two codes co-occurred within bounded thematic clusters for this group.</p></div>
